"","white","wage","Dany","Dmult","maemp","scht","qmab","qmab2","qvab","qvab2","paed_u","maed_u","agepa","agema","sib_u","wagebin"
"2679",1,1.86009192699567,0,"None",0,1,1,1,1,1,10,10,48,41,3,0
"2680",1,1.43313100840897,0,"None",1,1,4,1,1,1,9,9,49,41,4,0
"2681",1,1.14254088443704,1,"O/eq",0,1,2,3,1,1,9,9,39,45,1,0
"2682",1,1.9976085408125,1,">=A/eq",1,2,2,2,2,3,9,9,40,34,2,1
"2683",1,1.43290586839431,1,"O/eq",1,1,2,4,1,1,11,10,48,48,3,0
"2684",1,2.092233664589,1,">=A/eq",0,1,4,4,4,4,11,10,46,45,1,1
"2685",1,1.58427999424748,0,"None",0,1,4,1,2,2,11,9,65,62,11,0
"2686",1,2.7759232823737,1,"O/eq",1,1,5,2,4,4,10,11,48,42,2,1
"2687",1,1.44121904321947,0,">=A/eq",1,1,3,1,4,1,10,10,45,41,1,0
"2688",1,2.15436379704625,1,">=A/eq",0,1,5,5,5,5,0,0,45,42,0,1
"2689",1,2.67925888346508,1,">=A/eq",0,1,2,5,3,5,11,11,52,49,3,1
"2690",1,3.07080746348948,1,"O/eq",1,1,2,4,2,4,12,11,47,44,1,1
"2691",1,2.66418845765293,0,">=A/eq",0,1,3,4,1,3,18,15,53,54,0,1
"2692",1,2.99858775315806,1,">=A/eq",0,1,4,5,5,5,18,11,41,37,3,1
"2693",1,2.72486600629054,1,">=A/eq",1,1,5,4,5,5,13,11,55,51,3,1
"2694",1,2.06412563659251,1,"O/eq",0,1,3,2,2,2,9,9,45,45,0,0
"2695",0,1.91892799013295,1,"O/eq",1,1,4,2,2,2,9,9,43,41,1,0
"2696",1,0.721348659135401,0,"None",1,1,4,5,3,5,17,17,40,40,1,0
"2697",1,1.68046569498256,0,"None",0,1,2,1,2,1,9,9,42,39,2,0
"2698",1,1.82107767555862,1,"O/eq",1,1,1,2,1,2,9,9,54,50,7,1
"2699",1,2.0754745316226,0,"None",0,1,4,1,4,1,10,10,39,38,7,1
"2700",1,1.86979240458459,0,"None",1,1,5,4,2,2,9,10,39,36,1,0
"2701",1,1.70325827947818,0,"None",1,1,3,4,4,4,11,10,49,40,2,0
"2702",1,1.76260843151249,1,">=A/eq",0,2,2,4,2,3,18,9,49,52,2,1
"2703",1,2.20953988330439,1,">=A/eq",0,1,2,3,2,3,10,10,44,41,1,1
"2704",1,1.69862474594265,1,"O/eq",1,1,5,3,5,5,9,9,47,45,1,0
"2705",1,1.85318962158635,1,"O/eq",0,1,5,5,4,5,9,11,45,41,1,0
"2706",1,1.62826789519749,1,"O/eq",1,1,5,5,2,3,10,13,45,46,1,0
"2707",1,1.98015831038356,1,"O/eq",0,3,5,3,4,5,11,10,38,42,0,1
"2708",1,2.02271426585503,1,"O/eq",1,1,5,5,5,5,10,11,46,43,1,1
"2709",1,0.899483514716847,0,"None",0,2,2,2,1,2,9,8,58,44,0,0
"2710",1,2.64933156245388,1,">=A/eq",0,1,3,3,4,2,0,0,46,45,0,1
"2711",1,1.56084881047718,1,">=A/eq",0,1,4,5,5,5,11,10,41,40,4,0
"2712",1,1.9849474420771,1,">=A/eq",1,3,5,5,5,4,18,18,40,38,2,1
"2713",1,1.72558143245988,0,">=A/eq",1,1,4,4,3,4,9,9,45,44,4,1
"2714",1,2.15267718513496,1,">=A/eq",1,1,4,5,5,5,9,9,49,42,1,0
"2715",1,1.81090280786157,1,">=A/eq",1,1,5,5,4,5,9,12,52,45,0,1
"2716",1,1.29681803565472,0,"None",1,1,1,3,3,3,11,9,44,43,2,0
"2717",1,2.20068821054883,1,">=A/eq",0,1,4,5,4,5,11,9,48,46,0,1
"2718",1,1.90563798649237,0,"None",1,1,4,2,3,2,9,9,53,50,1,0
"2719",1,2.57024262961932,1,"O/eq",0,1,5,5,4,5,9,9,47,44,0,1
"2720",1,2.39977295161225,1,">=A/eq",0,3,5,4,2,5,10,10,51,48,0,0
"2721",1,2.04157177731395,1,"O/eq",1,1,4,3,2,4,10,10,41,37,1,0
"2722",1,2.69406477408484,1,">=A/eq",0,2,1,2,2,2,0,0,53,43,0,1
"2723",1,2.36216312134638,0,"None",0,1,2,1,1,2,10,10,39,38,1,1
"2724",1,1.2114080071915,1,"O/eq",0,1,4,3,2,3,9,10,42,39,3,0
"2725",1,0.844121991191055,1,"O/eq",1,1,1,3,1,3,9,9,47,40,2,0
"2726",1,1.39827423030511,0,"None",0,1,1,1,1,2,11,9,59,52,0,0
"2727",1,1.83756863884627,1,"O/eq",1,1,5,4,5,4,9,10,44,38,2,1
"2728",1,1.55747534451075,0,"None",0,1,3,1,3,1,10,10,41,39,8,0
"2729",1,2.35325360810384,1,">=A/eq",1,1,5,5,3,4,10,10,39,36,1,1
"2730",1,1.87302054394968,0,">=A/eq",1,1,1,1,2,2,9,9,45,45,1,0
"2731",1,1.64384113717825,1,"O/eq",1,1,3,3,3,4,9,9,40,41,3,0
"2732",1,2.40592479682528,0,"None",1,5,2,1,1,2,9,9,49,46,6,0
"2733",1,1.60894567938522,1,"O/eq",0,4,5,5,3,5,11,11,45,39,2,0
"2734",1,2.03780147177168,0,"O/eq",1,1,1,1,1,1,9,9,44,43,1,0
"2735",1,3.55905393650755,0,"None",0,1,3,2,2,2,9,11,62,46,3,1
"2736",1,1.21943433023989,0,"None",0,1,2,4,2,3,0,0,39,39,0,0
"2737",1,2.90096441609785,1,">=A/eq",1,1,5,5,5,5,15,15,53,52,3,1
"2738",1,1.94757645204663,0,">=A/eq",1,1,3,2,4,4,10,9,48,48,5,0
"2739",1,2.07575730490499,0,"None",1,2,5,3,5,3,9,9,46,47,4,0
"2740",1,1.71276715258137,1,"O/eq",1,1,5,4,2,3,12,12,40,40,2,0
"2741",1,1.3681465392001,0,">=A/eq",1,1,2,1,3,3,9,9,46,46,2,0
"2742",1,3.11213796515949,1,">=A/eq",0,4,3,3,4,4,10,12,46,42,2,1
"2743",1,2.90044705406763,1,">=A/eq",1,2,4,4,2,3,9,9,45,46,1,1
"2744",1,1.97650168300606,0,"None",1,1,1,1,1,1,9,9,51,49,9,0
"2745",1,2.27723546512425,0,"O/eq",0,2,3,4,1,3,8,9,62,49,6,0
"2746",1,1.03635454108008,0,"None",1,2,3,3,4,2,9,10,45,41,3,0
"2747",1,1.29387336410582,0,"None",1,5,1,2,1,1,10,11,50,46,1,0
"2748",1,1.80071004992351,0,">=A/eq",0,2,3,4,2,4,11,10,41,38,5,0
"2749",1,1.77974555874244,1,"O/eq",1,1,4,5,3,3,9,9,51,50,1,1
"2750",1,1.71942060277797,1,"O/eq",1,3,4,3,5,4,10,10,49,42,1,0
"2751",1,2.02747910493053,0,"None",0,2,2,3,3,2,10,10,38,35,3,0
"2752",1,1.96853803074918,0,"None",1,1,3,1,1,1,9,9,45,45,9,0
"2753",1,2.17952664894983,1,"O/eq",0,1,3,4,2,1,11,15,51,48,8,0
"2754",1,0.940927986754101,0,"None",0,1,1,1,1,1,9,9,57,41,2,0
"2755",1,1.47922158404253,0,"O/eq",0,2,4,2,2,1,11,11,47,41,0,0
"2756",1,1.70986850443296,0,"O/eq",1,2,3,1,1,1,12,9,54,57,5,0
"2757",1,2.46625299658626,1,"O/eq",1,3,5,3,5,4,9,9,58,55,8,0
"2758",1,2.14722371357494,1,">=A/eq",1,1,4,4,5,3,11,9,45,43,1,1
"2759",1,2.83846552856266,1,"O/eq",1,1,4,4,3,3,11,11,53,47,1,1
"2760",1,1.46507729310542,1,"O/eq",0,1,5,4,4,4,10,10,40,37,3,0
"2761",1,2.37249875231646,1,">=A/eq",0,1,5,5,4,5,11,11,42,39,2,1
"2762",1,1.89308755635284,1,"O/eq",0,2,1,2,2,2,9,9,39,37,0,0
"2763",1,2.31530889077112,1,">=A/eq",0,4,4,3,1,1,0,0,46,46,0,1
"2764",1,2.03384826309048,1,"O/eq",1,2,2,2,4,3,9,9,46,44,4,0
"2765",1,1.88229307346046,1,">=A/eq",1,2,5,4,2,4,18,9,57,48,1,0
"2766",1,2.01047828770243,0,"None",0,1,2,2,3,3,9,9,59,51,0,1
"2767",1,1.26814356260002,0,"None",1,1,1,1,2,1,10,10,43,35,5,0
"2768",1,1.68889051838778,1,"O/eq",1,1,4,3,3,2,9,10,48,45,1,0
"2769",1,1.86791333276778,0,"None",0,1,2,2,3,2,9,9,42,44,2,0
"2770",1,2.37591758812778,1,">=A/eq",1,4,4,5,4,4,12,11,51,49,0,1
"2771",1,1.63771219039336,1,"O/eq",0,1,2,4,4,4,9,9,42,42,0,0
"2772",1,2.31039367173799,1,">=A/eq",1,4,5,5,5,5,11,11,51,50,1,1
"2773",1,1.17660369304941,0,">=A/eq",1,1,4,2,3,2,9,10,44,40,2,0
"2774",1,2.75106028351002,0,"None",0,2,3,1,2,2,9,9,42,38,0,1
"2775",1,2.06925091450103,1,"O/eq",0,2,2,2,2,1,10,11,39,38,0,0
"2776",1,2.11540264962241,0,"None",1,1,1,1,1,1,9,9,42,44,3,0
"2777",1,1.04201838676818,0,"None",0,2,1,5,2,4,13,10,42,49,0,0
"2778",1,2.99085877928883,1,">=A/eq",1,2,4,5,5,4,18,12,52,46,1,1
"2779",1,1.15792979812249,0,"None",1,1,3,1,2,2,9,9,41,41,0,0
"2780",1,0.971047939267007,0,"None",0,2,2,1,1,1,9,10,45,45,0,0
"2781",1,1.38380398321897,1,"O/eq",0,1,5,3,2,3,0,0,46,46,1,0
"2782",1,2.08570700907149,1,"O/eq",0,1,4,5,2,5,0,0,37,37,0,0
"2783",1,1.79784643743188,1,"O/eq",0,1,2,3,4,2,9,9,44,44,0,0
"2784",1,1.60632039234042,0,"None",0,1,1,2,1,2,10,10,40,38,6,0
"2785",1,2.40361717157066,0,">=A/eq",1,1,3,4,2,4,9,9,36,41,4,0
"2786",1,1.91953093744815,1,">=A/eq",1,3,4,5,3,4,9,10,42,37,1,0
"2787",1,2.76058163493871,1,">=A/eq",1,1,5,3,5,3,9,10,51,47,1,1
"2788",1,1.75783805921674,0,">=A/eq",1,1,3,2,1,2,9,9,44,41,3,0
"2789",1,2.3858759899158,1,">=A/eq",0,2,5,3,4,3,0,0,41,40,0,1
"2790",1,2.21142019028776,0,"None",0,2,5,2,4,3,0,0,40,38,0,1
"2791",1,2.56806773040444,1,">=A/eq",1,2,5,4,4,3,9,10,42,33,1,1
"2792",1,1.94091190816835,0,"None",1,1,2,4,2,3,9,9,44,41,0,0
"2793",1,2.22317145252601,0,"None",1,1,3,3,5,3,9,9,44,41,0,0
"2794",1,1.32719916990026,0,"None",1,1,1,1,2,1,7,9,60,51,1,0
"2795",1,2.17631527618505,0,">=A/eq",1,1,3,2,3,3,9,9,39,39,0,1
"2796",1,1.65231095417403,1,">=A/eq",0,2,4,5,4,5,0,0,52,45,0,0
"2797",1,1.56058288784698,1,">=A/eq",1,2,2,2,3,4,9,9,44,41,2,0
"2798",1,1.7478741183877,1,"O/eq",1,2,5,5,4,4,9,9,42,43,1,0
"2799",1,1.63374611036852,1,"O/eq",1,3,3,5,4,4,9,9,51,45,2,0
"2800",1,2.36572010675446,1,">=A/eq",1,3,1,4,2,5,9,9,51,51,0,1
"2801",1,2.05808595614508,1,">=A/eq",0,3,4,4,4,4,10,9,47,48,1,0
"2802",1,1.19454780267552,1,"O/eq",1,1,4,3,4,4,9,10,44,39,0,0
"2803",1,1.90294227236882,1,">=A/eq",1,3,4,5,5,5,15,12,46,47,4,1
"2804",1,2.64399632089771,1,">=A/eq",1,1,5,4,3,3,9,10,49,49,4,1
"2805",1,1.6953248726204,0,"None",1,1,3,3,2,3,10,10,37,36,2,0
"2806",1,0.822594988392671,0,">=A/eq",0,2,2,3,3,2,9,9,43,42,0,0
"2807",1,1.09620189899578,0,"None",1,1,1,2,2,2,9,9,53,43,1,0
"2808",1,1.75865774624981,0,"None",1,1,1,1,1,3,8,9,50,50,2,0
"2809",1,1.54960282682441,0,"None",1,1,5,3,5,5,9,9,55,52,1,0
"2810",1,2.58791918074712,0,"O/eq",0,2,3,4,2,3,0,0,49,45,0,1
"2811",1,1.8156338527333,1,"O/eq",1,5,2,4,5,5,10,10,35,35,1,0
"2812",1,2.31341262813657,1,">=A/eq",1,2,4,2,3,2,9,10,39,37,3,1
"2813",1,0.633336061378941,1,"O/eq",0,1,4,4,1,3,9,9,48,43,3,0
"2814",1,1.96807993249967,1,">=A/eq",1,1,4,5,4,4,9,9,49,49,2,1
"2815",1,2.07278923178091,1,">=A/eq",1,1,3,5,4,4,11,10,50,46,0,1
"2816",1,2.62039282429032,1,">=A/eq",1,3,5,5,5,5,9,9,53,52,2,1
"2817",1,1.75668563228101,0,"None",1,1,3,4,2,3,9,9,50,49,6,1
"2818",1,2.08278202894144,0,"None",0,2,1,3,3,2,9,9,42,47,7,0
"2819",1,2.05469516688027,1,">=A/eq",0,3,2,3,1,3,13,12,43,42,1,0
"2820",1,2.53656598273664,1,">=A/eq",0,3,5,5,5,5,0,0,62,55,0,1
"2821",1,2.05231129331514,0,"None",1,1,4,5,3,4,9,10,48,46,3,0
"2822",1,1.68061461136676,0,"None",1,1,1,1,1,1,9,9,45,44,1,0
"2823",1,1.57158017694019,0,"None",1,1,1,2,1,1,9,9,46,50,2,0
"2824",1,2.83215171913617,0,"O/eq",1,3,5,4,3,5,9,9,61,53,3,1
"2825",1,1.95952516817487,0,"None",1,1,4,3,2,3,9,9,51,42,1,0
"2826",1,1.82178377034143,1,">=A/eq",1,4,2,4,4,5,9,10,43,43,1,1
"2827",1,2.5404347369913,1,">=A/eq",1,3,3,5,5,5,10,12,46,43,1,1
"2828",1,2.14151144493371,1,">=A/eq",0,3,4,5,5,5,0,0,46,46,0,1
"2829",1,2.5520329028368,1,"O/eq",0,1,5,5,4,4,0,0,48,46,0,0
"2830",1,2.6063548605889,0,"O/eq",1,3,5,4,4,5,9,12,43,36,4,1
"2831",1,2.38693085499108,1,">=A/eq",1,3,5,5,4,5,11,11,45,48,0,1
"2832",1,3.12460793578066,1,">=A/eq",0,4,4,5,4,5,15,11,46,40,1,1
"2833",1,2.58297507371754,1,">=A/eq",1,1,3,5,5,5,9,9,62,46,1,1
"2834",1,2.01767959003337,1,">=A/eq",0,2,4,3,5,3,0,0,49,52,0,1
"2835",1,2.71021685982123,1,"O/eq",1,3,5,5,5,4,8,9,48,47,3,1
"2836",1,2.10736474581063,0,"None",1,2,2,4,2,3,9,9,54,50,2,0
"2837",1,2.28646047785878,0,">=A/eq",0,2,3,3,1,2,0,0,54,58,0,0
"2838",1,2.39964658790268,0,"None",0,2,1,2,1,2,9,11,52,48,0,0
"2839",1,2.98029739409685,1,">=A/eq",1,2,4,4,5,5,13,11,37,36,0,1
"2840",1,2.43503255723044,1,"O/eq",0,3,4,5,3,4,10,9,38,33,0,0
"2841",1,1.8715996351093,1,"O/eq",1,1,1,2,2,2,10,9,40,40,2,0
"2842",1,1.48016469040886,0,"None",0,2,3,2,4,1,0,0,41,37,0,0
"2843",1,1.54071690444834,1,">=A/eq",1,1,4,4,1,3,9,9,51,40,0,0
"2844",1,2.77990257437341,1,">=A/eq",0,4,5,5,5,5,0,0,43,42,0,1
"2845",1,1.72822754690424,1,"O/eq",0,1,2,4,2,2,9,9,43,39,0,0
"2846",1,1.40280604059808,0,"None",0,1,1,2,2,4,0,0,36,35,0,0
"2847",1,1.96377163799479,0,"None",0,1,4,3,4,3,9,9,48,43,0,0
"2848",1,2.17043637530878,1,"O/eq",1,1,2,2,1,2,9,9,55,53,1,0
"2849",1,1.98032576125116,1,">=A/eq",1,2,4,5,3,5,9,11,50,46,3,1
"2850",1,3.30897710402497,1,">=A/eq",0,1,5,5,3,5,0,0,52,46,0,1
"2851",1,1.8063350704033,1,">=A/eq",0,1,4,3,3,3,11,11,45,46,1,0
"2852",1,1.15709737082943,1,"O/eq",0,1,2,1,2,1,9,9,57,59,2,0
"2853",1,2.19922451581806,1,"O/eq",1,2,2,4,1,2,13,11,41,39,2,1
"2854",1,2.30267771240324,1,">=A/eq",0,3,4,5,5,4,11,11,53,46,1,1
"2855",1,1.2603693655692,1,">=A/eq",1,2,3,3,2,3,10,10,41,39,1,0
"2856",1,2.41752553125844,0,"None",1,2,2,3,2,2,10,10,39,39,1,1
"2857",1,1.8762279774528,1,"O/eq",0,1,1,4,3,3,0,0,41,41,0,0
"2858",1,1.83589716791175,1,">=A/eq",0,1,5,5,4,5,0,0,38,37,0,1
"2859",1,2.59839709685184,1,">=A/eq",1,4,4,4,4,4,11,10,44,43,1,1
"2860",1,1.50859608314931,0,"None",1,1,3,4,3,3,9,15,50,46,2,0
"2861",1,2.60135783534497,1,">=A/eq",0,5,3,5,4,5,0,0,52,48,0,1
"2862",1,1.83218347234652,0,"None",1,2,3,1,2,1,9,9,61,55,6,0
"2863",1,2.19591907667927,0,"None",0,2,3,1,2,2,9,9,51,51,5,0
"2864",1,1.28546152659692,0,"None",0,5,1,1,1,1,0,0,44,41,2,0
"2865",1,2.52539764880202,1,">=A/eq",1,1,4,5,3,4,13,9,41,37,1,1
"2866",1,2.09158951812424,1,">=A/eq",0,1,3,5,4,4,10,9,41,44,2,1
"2867",1,1.85675763199106,1,">=A/eq",0,2,4,3,2,4,10,10,40,38,3,0
"2868",1,1.64976713759825,1,">=A/eq",0,3,5,5,5,5,13,11,43,39,1,0
"2869",1,2.35111082438379,1,"O/eq",1,1,4,5,5,5,10,10,36,37,2,1
"2870",1,1.71801181184128,0,">=A/eq",0,2,2,4,3,2,0,0,38,37,3,0
"2871",1,2.15151043166407,0,"None",0,2,1,2,3,3,18,10,38,33,0,0
"2872",1,2.9105837601237,1,">=A/eq",1,1,5,5,4,4,11,9,46,49,1,1
"2873",1,2.6422643745318,1,">=A/eq",0,1,5,4,5,5,0,0,44,39,0,1
"2874",1,1.7516017050948,0,">=A/eq",1,2,5,3,3,4,10,9,48,41,3,0
"2875",1,2.39017178863287,1,">=A/eq",1,1,3,2,4,5,10,10,39,39,1,1
"2876",1,1.6066462257877,1,">=A/eq",0,3,3,4,5,4,10,11,39,37,2,0
"2877",1,2.08647665265016,1,">=A/eq",1,2,4,4,4,4,9,9,47,44,2,0
"2878",1,2.23187264497392,1,">=A/eq",1,1,4,1,1,2,9,12,51,56,5,1
"2879",1,1.47956767189316,0,">=A/eq",0,1,3,5,5,4,10,10,37,32,5,0
"2880",1,2.06330539216288,0,">=A/eq",1,3,2,2,1,2,9,9,51,48,2,0
"2881",1,1.29107570834458,0,"None",1,2,1,1,2,2,9,9,41,40,3,0
"2882",1,1.66885591344908,0,"None",1,2,4,4,1,3,10,13,42,39,1,0
"2883",1,1.77177856815979,1,">=A/eq",1,3,5,5,3,5,9,15,42,43,3,0
"2884",0,1.09929200168699,0,"None",1,5,1,1,1,1,9,11,50,48,1,0
"2885",1,2.6692469327245,1,">=A/eq",0,1,5,5,4,5,11,11,42,39,2,1
"2886",1,1.80644643749111,1,"O/eq",1,2,3,5,4,3,9,10,47,48,1,0
"2887",1,1.91932924860157,1,"O/eq",1,1,5,4,5,3,8,9,61,58,4,0
"2888",1,1.47761773061938,1,">=A/eq",0,3,3,5,4,4,0,0,53,48,0,0
"2889",1,2.94312412873842,1,">=A/eq",0,3,4,5,4,5,11,11,54,43,1,1
"2890",1,1.61828649649396,1,">=A/eq",0,4,3,2,5,3,11,10,56,54,1,0
"2891",1,1.84317655488849,0,">=A/eq",0,2,3,2,3,3,13,10,61,47,4,0
"2892",1,2.13403241243214,1,"O/eq",1,2,1,4,2,4,9,10,42,41,1,0
"2893",1,1.81049710814842,1,"O/eq",1,1,5,4,4,4,9,9,44,40,3,0
"2894",1,1.87658711825498,1,"O/eq",1,1,1,2,1,2,11,10,40,38,3,0
"2895",1,1.7484491346404,0,"None",1,1,3,2,2,1,9,10,41,35,2,0
"2896",1,1.59455656912177,0,"None",1,1,2,4,2,3,10,10,45,38,2,0
"2897",1,2.46414553700014,1,"O/eq",0,1,4,5,2,3,0,0,54,52,0,1
"2898",1,1.83089201455005,1,">=A/eq",1,1,3,5,3,4,9,9,47,46,1,1
"2899",1,2.121605620021,0,"None",1,5,4,4,4,4,9,9,55,50,6,0
"2900",1,1.72179974173195,0,"None",0,1,3,5,2,1,0,0,40,36,0,0
"2901",1,2.67227344051934,1,">=A/eq",1,3,5,4,3,5,11,10,44,40,3,1
"2902",1,1.99315966665745,0,"None",1,1,4,5,2,4,9,9,41,40,0,0
"2903",1,2.92887265607714,1,">=A/eq",1,1,3,5,1,5,9,9,54,52,1,1
"2904",1,2.46690242085606,1,">=A/eq",1,2,4,5,3,2,10,10,47,40,2,1
"2905",1,1.81824852642603,1,">=A/eq",1,1,2,4,2,2,9,9,53,51,4,0
"2906",1,1.8773759175092,0,">=A/eq",1,1,1,2,1,2,9,9,59,57,0,0
"2907",1,1.96784069854767,1,">=A/eq",1,3,5,5,3,4,9,11,45,44,1,0
"2908",1,1.36454598791897,1,">=A/eq",1,3,5,5,4,5,11,13,45,44,6,0
"2909",1,1.08083938225172,0,">=A/eq",0,1,3,2,5,4,9,10,41,40,0,0
"2910",1,1.5772633808665,1,">=A/eq",0,1,5,5,3,4,9,9,50,48,3,0
"2911",1,2.13822317356243,1,"O/eq",0,1,4,5,3,5,0,0,60,58,2,0
"2912",1,1.41531342663802,0,"None",1,1,3,1,2,1,9,9,44,43,3,0
"2913",1,1.26138752186671,0,"None",0,1,4,1,3,2,9,10,43,39,3,0
"2914",1,2.2915817105677,0,"None",0,2,5,1,2,2,0,0,51,50,0,0
"2915",1,1.64844113122672,0,"None",1,1,3,1,2,1,9,9,46,42,3,0
"2916",1,2.01182267582044,1,">=A/eq",0,1,4,3,2,4,0,0,39,39,0,0
"2917",1,1.82585110492073,0,"None",1,5,4,3,3,1,10,10,37,37,4,0
"2918",1,2.11777139944024,1,"O/eq",0,1,5,5,1,5,0,0,52,44,0,0
"2919",1,2.19843857362866,1,"O/eq",1,1,5,5,3,5,10,10,37,35,2,0
"2920",1,1.39050702378154,0,"O/eq",0,2,5,3,1,2,9,9,54,53,9,0
"2921",1,1.01483575184829,1,">=A/eq",1,1,2,4,2,2,8,9,34,32,4,0
"2922",1,2.43034416227602,1,">=A/eq",0,1,4,4,2,5,9,9,40,37,0,1
"2923",1,1.68735827808268,1,">=A/eq",1,1,5,4,4,4,9,9,50,45,1,1
"2924",1,1.80284973746166,1,"O/eq",1,2,3,1,2,2,17,15,45,38,2,1
"2925",1,2.1424722073134,0,"None",0,1,2,2,1,1,9,9,49,46,8,0
"2926",1,3.25564795988611,1,">=A/eq",1,3,5,4,4,4,10,10,39,36,1,1
"2927",1,1.97135350201279,1,">=A/eq",1,1,3,4,2,4,9,11,42,42,1,1
"2928",1,2.32486516959034,0,">=A/eq",1,1,1,2,4,1,10,9,46,43,2,0
"2929",1,2.1148950245697,0,">=A/eq",1,1,2,1,1,1,9,9,58,56,6,0
"2930",1,2.10970631917007,1,">=A/eq",1,1,2,2,5,3,9,10,39,40,1,1
"2931",1,1.74074039654806,0,">=A/eq",1,2,2,4,1,2,9,9,51,47,5,1
"2932",1,1.87785556609742,0,"None",0,2,2,1,1,1,9,8,44,47,3,0
"2933",1,0.969159849686544,0,"None",0,2,1,1,1,2,0,0,42,37,2,0
"2934",1,2.06387730361894,1,">=A/eq",1,2,2,3,2,2,9,9,46,42,0,0
"2935",1,2.24643045919947,1,">=A/eq",1,1,3,5,2,5,9,9,48,54,0,0
"2936",1,2.12188563775271,0,">=A/eq",1,2,1,2,3,2,9,9,53,46,7,0
"2937",1,1.2149787102826,0,"None",0,2,2,3,1,1,9,9,33,32,0,0
"2938",1,1.91644488251768,1,">=A/eq",1,3,3,3,3,3,9,10,40,40,1,1
"2939",1,1.91965272440575,1,">=A/eq",1,1,5,3,4,5,9,9,41,41,2,0
"2940",1,1.37708712532185,1,"O/eq",1,1,1,1,1,1,10,10,38,37,1,0
"2941",1,3.24905232549645,1,">=A/eq",0,4,5,4,5,4,18,11,38,36,0,1
"2942",1,1.18881769268774,0,"None",1,1,4,4,2,4,9,9,47,42,1,0
"2943",1,2.6941735506989,1,">=A/eq",0,1,3,2,3,2,9,9,48,47,1,1
"2944",1,2.19333539973014,1,"O/eq",0,1,2,1,2,1,9,9,40,37,0,0
"2945",1,1.70001265383325,1,"O/eq",1,1,1,1,1,1,9,10,54,44,1,0
"2946",1,1.89926302502863,0,">=A/eq",0,2,3,1,2,2,9,9,43,42,2,1
"2947",1,2.15073988283985,0,"None",1,1,3,4,3,3,11,11,48,46,1,0
"2948",1,1.45433854893781,1,">=A/eq",0,1,3,3,5,5,10,11,69,51,1,0
"2949",1,2.82565384823828,1,">=A/eq",1,1,4,4,2,3,9,9,43,41,2,1
"2950",1,2.30646476219409,0,"None",1,1,3,1,2,3,9,9,43,45,1,1
"2951",1,2.51436132215895,1,">=A/eq",0,1,4,5,5,3,11,9,44,45,1,1
"2952",1,1.82202335982583,1,">=A/eq",1,1,4,4,2,3,9,9,46,45,2,0
"2953",1,2.33980793459341,1,">=A/eq",0,3,5,5,5,5,10,9,42,46,0,1
"2954",1,1.27659283508546,0,"None",1,1,1,1,1,1,10,10,38,36,1,0
"2955",1,2.70366122596897,1,"O/eq",0,1,2,3,2,2,9,10,42,39,1,1
"2956",1,2.19998659845442,1,"O/eq",0,1,3,5,3,5,9,9,59,54,2,0
"2957",1,1.80148844816722,1,">=A/eq",1,1,3,5,4,3,11,10,40,38,2,0
"2958",1,1.56619456433692,1,"O/eq",0,1,3,1,1,2,10,10,53,45,0,0
"2959",1,2.38760487153195,1,">=A/eq",1,3,3,5,5,4,9,9,48,40,1,0
"2960",1,1.53435274097137,0,"O/eq",0,2,2,1,2,1,9,10,53,48,5,0
"2961",1,1.89829303184524,0,">=A/eq",0,2,1,2,2,2,11,11,51,51,3,0
"2962",1,2.53899968182668,1,">=A/eq",1,1,3,2,2,3,10,11,41,37,1,0
"2963",1,1.38099715462886,1,">=A/eq",1,2,4,5,1,2,12,15,41,40,1,0
"2964",1,2.87428670888766,0,"None",0,1,4,3,2,2,0,0,40,40,0,1
"2965",1,2.69299362879247,1,"O/eq",0,1,3,2,5,4,0,0,46,35,0,1
"2966",1,2.1672471400816,0,"O/eq",1,2,3,4,2,4,9,9,54,54,0,0
"2967",1,2.12912158435211,1,"O/eq",0,2,5,1,1,1,9,9,51,49,0,0
"2968",1,2.79052027454599,1,">=A/eq",1,1,5,5,3,5,11,11,58,48,0,1
"2969",1,2.32038661208935,1,">=A/eq",1,3,3,3,4,5,9,9,44,44,2,1
"2970",1,1.87515424541197,0,"None",0,1,5,3,3,4,9,10,43,36,2,0
"2971",1,1.56602683616802,0,">=A/eq",1,2,1,2,1,2,9,9,43,44,2,0
"2972",1,2.00256547657773,0,">=A/eq",1,2,1,1,2,2,9,9,34,32,0,0
"2973",1,2.07233904930763,1,">=A/eq",1,2,1,5,2,2,7,7,47,40,2,0
"2974",1,1.64016360323876,1,"O/eq",0,1,5,2,4,1,9,9,48,48,0,0
"2975",1,2.02205855655484,0,"None",1,1,3,2,1,1,9,10,38,33,3,0
"2976",1,2.21362937730737,1,">=A/eq",0,1,3,5,4,4,9,9,50,52,1,1
"2977",1,3.1360116081778,1,">=A/eq",0,4,5,5,5,3,13,11,44,40,1,1
"2978",1,2.53421559883282,1,"O/eq",0,1,2,1,4,1,9,9,59,52,0,1
"2979",0,2.27947682770901,0,">=A/eq",1,1,1,2,5,4,9,11,43,46,4,0
"2980",1,2.6506706525106,1,">=A/eq",1,3,5,5,5,5,13,9,43,44,3,1
"2981",1,2.23039996158332,1,"O/eq",1,1,1,1,1,1,9,9,45,45,4,0
"2982",1,2.05083429464139,1,">=A/eq",1,3,4,3,5,4,13,17,49,43,3,1
"2983",1,2.28994706459343,1,"O/eq",1,1,4,5,5,4,10,10,39,39,3,0
